snapshot_path	current_comparison	reconciliation	current_owner	partial_delivery_prs	snapshot_sha256	current_sha256	owner_sha256	recorded_disposition
apps/decodex-gpui/src/account_profile.rs	exact	exact-content	apps/decodex-gpui/src/account_profile.rs	1479	32f98593a4bad88b528e1aa75c4df082388d84f07a8dc35dfb8a7f15fec38fe3	32f98593a4bad88b528e1aa75c4df082388d84f07a8dc35dfb8a7f15fec38fe3	32f98593a4bad88b528e1aa75c4df082388d84f07a8dc35dfb8a7f15fec38fe3	exactly-in-main
apps/decodex-gpui/src/account_profile/actions.rs	exact	exact-content	apps/decodex-gpui/src/account_profile/actions.rs	1479	88e306197142363bda81059ee5ebfe7d0dd4db6025e6dc5b0991ef05bc83de4b	88e306197142363bda81059ee5ebfe7d0dd4db6025e6dc5b0991ef05bc83de4b	88e306197142363bda81059ee5ebfe7d0dd4db6025e6dc5b0991ef05bc83de4b	exactly-in-main
apps/decodex-gpui/src/account_profile/observation.rs	exact	exact-content	apps/decodex-gpui/src/account_profile/observation.rs	1479	f24e27c0dddd910d526400eec38f4793b519e1f9ad11c42e30815b4ff6ae052a	f24e27c0dddd910d526400eec38f4793b519e1f9ad11c42e30815b4ff6ae052a	f24e27c0dddd910d526400eec38f4793b519e1f9ad11c42e30815b4ff6ae052a	exactly-in-main
apps/decodex-gpui/src/account_profile_recovery_tests.rs	exact	exact-content	apps/decodex-gpui/src/account_profile_recovery_tests.rs	1479	c595995309dc8198c13612f00b1f9859dcae87f43dbb72089e55efb66fb332b3	c595995309dc8198c13612f00b1f9859dcae87f43dbb72089e55efb66fb332b3	c595995309dc8198c13612f00b1f9859dcae87f43dbb72089e55efb66fb332b3	exactly-in-main
apps/decodex-gpui/src/bin/native_glass_probe.rs	different	review-required	apps/decodex-gpui/src/bin/native_glass_probe.rs		eff3a5080cb08cebbabdee3c46a1253096ffb620d0c63abdfb86f44009b69e6f	882d75b6663826195e3286cbde72f4e10f49a8f28ecfc4431a4600cc55a56910	882d75b6663826195e3286cbde72f4e10f49a8f28ecfc4431a4600cc55a56910	requires-content-review
apps/decodex-gpui/src/bin/workbench_visual_capture.rs	different	review-required	apps/decodex-gpui/src/bin/workbench_visual_capture.rs		bebff0b0ac9a7673beb1768668c6113b87067043270fed594c4668397578f25c	fabb3612b362f771d2dd3cf99fd9c5a656c937a1cb3c2a12a5a3e5d4cf53aee7	fabb3612b362f771d2dd3cf99fd9c5a656c937a1cb3c2a12a5a3e5d4cf53aee7	requires-content-review
apps/decodex-gpui/src/chief_activity.rs	different	review-required	apps/decodex-gpui/src/chief_activity.rs		b070d2cb4aa526748090f961837baee6d351270da9da3ccacf2148c39ab2add0	de96804b91614f6b2e4bb14af7d6b8884937eb23c1e39b5c384d4cc118834c9e	de96804b91614f6b2e4bb14af7d6b8884937eb23c1e39b5c384d4cc118834c9e	requires-content-review
apps/decodex-gpui/src/chief_app_exposure.rs	different	review-required	apps/decodex-gpui/src/chief_app_exposure.rs	1481	55e71bff39b9eaf0408b972f767ca92716cd54e49322a01f8b1c12248128f1fd	5dbafe8f54bedff4a0d2807d918508d05c3700fc2410bbf12adc9c409ee0364e	5dbafe8f54bedff4a0d2807d918508d05c3700fc2410bbf12adc9c409ee0364e	requires-content-review
apps/decodex-gpui/src/chief_app_exposure_tests.rs	different	review-required	apps/decodex-gpui/src/chief_app_exposure_tests.rs	1481	8947fe9ce5b1707f281b263a88fbbe2d5622eb2ac942f82950c4162c2651ca4c	ad737e1ab2341bdcd790ea356e5c6cf3ac8493048c73f3f45c0003c8e800a6d2	ad737e1ab2341bdcd790ea356e5c6cf3ac8493048c73f3f45c0003c8e800a6d2	requires-content-review
apps/decodex-gpui/src/chief_app_exposure_wire_tests.rs	different	review-required	apps/decodex-gpui/src/chief_app_exposure_wire_tests.rs	1481	0b671bedc252305332e4b70c6d136573a4a66cdf60f67bee53fd6bf0bfe6d295	28838a8ad278797dd4e6e47e034b8e68bc6d24b10599fb43c24cb3f46e3bf835	28838a8ad278797dd4e6e47e034b8e68bc6d24b10599fb43c24cb3f46e3bf835	requires-content-review
apps/decodex-gpui/src/chief_app_settings.rs	different	review-required	apps/decodex-gpui/src/chief_app_settings.rs		5bee32c155e5257cd98601ecac949319d96237d02a04ebeb326da70a8b9a391c	fd4da92ba69f27f5d316f0cab87ec941ae4949a82cf5b227c56094606c374a86	fd4da92ba69f27f5d316f0cab87ec941ae4949a82cf5b227c56094606c374a86	requires-content-review
apps/decodex-gpui/src/chief_app_settings_wire_tests.rs	different	review-required	apps/decodex-gpui/src/chief_app_settings_wire_tests.rs		c95bd27e4c51a96bd1dc0e51adeb1737413fa2b2fae90ac3b935cbae425cdef0	d18b81fc556431243ba5fcdfe90557c1a668aa216b960037ab322822ee14c2df	d18b81fc556431243ba5fcdfe90557c1a668aa216b960037ab322822ee14c2df	requires-content-review
apps/decodex-gpui/src/chief_async_questions.rs	different	review-required	apps/decodex-gpui/src/chief_async_questions.rs		f6ece8de6db7dc71d41df54aa310cdf08d3b3de91e6fd6c8236c6d03a9196bf4	9208b09e28b0ae0f4e2d0b1c82fce2df05face4d3ca3d5e4bc91d41232018343	9208b09e28b0ae0f4e2d0b1c82fce2df05face4d3ca3d5e4bc91d41232018343	requires-content-review
apps/decodex-gpui/src/chief_capabilities.rs	different	review-required	apps/decodex-gpui/src/chief_capabilities.rs	1494	247638bcaed3a79afc779494fe26dc943354c8137ac22fcea0da745e27531b7c	1cdf54ef9e63a896852f9f0260d885700ca64873a396c52b278f413c232a4ecf	1cdf54ef9e63a896852f9f0260d885700ca64873a396c52b278f413c232a4ecf	requires-content-review
apps/decodex-gpui/src/chief_clipboard.rs	exact	exact-content	apps/decodex-gpui/src/chief_clipboard.rs	1475	bc5d8a062408a11f4dbce1ce22c1f6a30aceebd578a06292f9a05e28702d7cce	bc5d8a062408a11f4dbce1ce22c1f6a30aceebd578a06292f9a05e28702d7cce	bc5d8a062408a11f4dbce1ce22c1f6a30aceebd578a06292f9a05e28702d7cce	exactly-in-main
apps/decodex-gpui/src/chief_composer.rs	different	review-required	apps/decodex-gpui/src/chief_composer.rs	1494	bef698c01f1f78738b390f59de15a76ab085d1fe6dc34536f4597ebdc32129a7	d2f2d975af6e3875d83d31e397b7ef0685e57188aa7e77154830a374077e57ba	d2f2d975af6e3875d83d31e397b7ef0685e57188aa7e77154830a374077e57ba	requires-content-review
apps/decodex-gpui/src/chief_composer_controls.rs	different	review-required	apps/decodex-gpui/src/chief_composer_controls.rs		25f6ff97360a5f83a2bad006a8b36f83a9822d9d1089b537fd93b007f5dabf23	ae48f89bc2408ccca8f89312cc7213646fe6f78394b2b86bde0beadf905727a7	ae48f89bc2408ccca8f89312cc7213646fe6f78394b2b86bde0beadf905727a7	requires-content-review
apps/decodex-gpui/src/chief_detail.rs	different	review-required	apps/decodex-gpui/src/chief_detail.rs		2f7f8c789885a771ede0ba868beb2422df61217f31ce3f56fd7c4997b74c9da8	052a7f649bead0a15cb7596d53ff27a432ef36c8d9af6237d9dd0a0a05be7adb	052a7f649bead0a15cb7596d53ff27a432ef36c8d9af6237d9dd0a0a05be7adb	requires-content-review
apps/decodex-gpui/src/chief_detail_wire_tests.rs	different	review-required	apps/decodex-gpui/src/chief_detail_wire_tests.rs		f4997132203803a9379e6552a55339bcb30ffe06db9a7d361f32b8e461434d11	a13d1671dee33ae99015d893b82d8b494ee59d3d375224b4054c0e1f9aaadc6e	a13d1671dee33ae99015d893b82d8b494ee59d3d375224b4054c0e1f9aaadc6e	requires-content-review
apps/decodex-gpui/src/chief_draft_export.rs	exact	exact-content	apps/decodex-gpui/src/chief_draft_export.rs		b9bfda22012f13be0c51f66057e442786edd879be41f668c5447c1d3042e8d47	b9bfda22012f13be0c51f66057e442786edd879be41f668c5447c1d3042e8d47	b9bfda22012f13be0c51f66057e442786edd879be41f668c5447c1d3042e8d47	exactly-in-main
apps/decodex-gpui/src/chief_draft_recovery.rs	different	review-required	apps/decodex-gpui/src/chief_draft_recovery.rs		47052bdd96f7a0b3dde92bf7561eba497b38ab5a68041fa5b35b6354a0038246	dde9fe5839866c1a51cf35c9df1245f4ae50039f057aa7610826db856dc1759f	dde9fe5839866c1a51cf35c9df1245f4ae50039f057aa7610826db856dc1759f	requires-content-review
apps/decodex-gpui/src/chief_draft_storage.rs	different	review-required	apps/decodex-gpui/src/chief_draft_storage.rs		728a1de6849b687e2615322e9b4258de9abe2d191613e3142e0679b4fd22b9f8	6305b75b85d5b0c6ff06cef5130fb14ac8f49be4de103b6d20df59986196e816	6305b75b85d5b0c6ff06cef5130fb14ac8f49be4de103b6d20df59986196e816	requires-content-review
apps/decodex-gpui/src/chief_drafts.rs	different	review-required	apps/decodex-gpui/src/chief_drafts.rs		24cb7079c56fae607017a068ba9c16048da821896b4761b96a605c2a8d73b0d9	a276cbb9a56723e1968abdeca0bb87cd1f7befdf32e8b550adfe42c966cba6b9	a276cbb9a56723e1968abdeca0bb87cd1f7befdf32e8b550adfe42c966cba6b9	requires-content-review
apps/decodex-gpui/src/chief_effort_slider.rs	different	review-required	apps/decodex-gpui/src/chief_effort_slider.rs	1494	aca11a9cbec6bfed5aba48aee197e299ea4bb3c8fef1672e05776d236e57f742	26aa68b0ad50dd7f2873e141cc459f102fc72d9f2ff3c2ff94a4a939df3e87c9	26aa68b0ad50dd7f2873e141cc459f102fc72d9f2ff3c2ff94a4a939df3e87c9	requires-content-review
apps/decodex-gpui/src/chief_execution_intent.rs	different	review-required	apps/decodex-gpui/src/chief_execution_intent.rs		0da941bef2ac59fdebe89bf96ac8d42ff6ef0e3b6ce182575ccea327d710a686	cc13a45d722a7a98157fde9f6677af122ed9c65bf01a649a2365988ab7a30aaf	cc13a45d722a7a98157fde9f6677af122ed9c65bf01a649a2365988ab7a30aaf	requires-content-review
apps/decodex-gpui/src/chief_guardian.rs	different	review-required	apps/decodex-gpui/src/chief_guardian.rs		96b25251128eacd7c1a7a55239034865bd7339f32842f10c6828a4fdd0f203d4	701cef0df991c124464f6ae8ae3a237d2e103d11dcea96e1017c9df8e8e55ba5	701cef0df991c124464f6ae8ae3a237d2e103d11dcea96e1017c9df8e8e55ba5	requires-content-review
apps/decodex-gpui/src/chief_install.rs	exact	exact-content	apps/decodex-gpui/src/chief_install.rs	1491	b32d72f8638c76fe7468972084a4edf47af4e5dac1c10f6d29ed20b4c6a71875	b32d72f8638c76fe7468972084a4edf47af4e5dac1c10f6d29ed20b4c6a71875	b32d72f8638c76fe7468972084a4edf47af4e5dac1c10f6d29ed20b4c6a71875	exact-content
apps/decodex-gpui/src/chief_integrations.rs	different	review-required	apps/decodex-gpui/src/chief_integrations.rs		cfbd3a06ecc670741308c1b9e1e5bcbea04f92dc53e14198c9fc8682ed7dea12	58953b9d47e29e3e21b2992df6e3a4670c84bc247997344f80501176db8db655	58953b9d47e29e3e21b2992df6e3a4670c84bc247997344f80501176db8db655	requires-content-review
apps/decodex-gpui/src/chief_live_settings.rs	different	review-required	apps/decodex-gpui/src/chief_live_settings.rs		69d1255072b638ee52dede559827ebe5ba1c47f5f5d3b3cb79325af290f239a0	5e7f24dc8a1615463c49723598eba7db52f6ba023820c24bbb82d73b5b1c32fd	5e7f24dc8a1615463c49723598eba7db52f6ba023820c24bbb82d73b5b1c32fd	requires-content-review
apps/decodex-gpui/src/chief_live_settings_wire_tests.rs	different	review-required	apps/decodex-gpui/src/chief_live_settings_wire_tests.rs		86a4754a645082451eaad205e70ded9c2ff5832ba0f9b8efd9accab6b42898a4	36b77e673434ea015aed526a896145d6de687c384d33507ce2fa0e197a6e5d98	36b77e673434ea015aed526a896145d6de687c384d33507ce2fa0e197a6e5d98	requires-content-review
apps/decodex-gpui/src/chief_markdown.rs	different	review-required	apps/decodex-gpui/src/chief_markdown.rs		2747f3b3578153906670cc23e616ede2a65395bd2c463443f11f324a12580b65	0c93bd34d3cb08aeaf39d0dbcdf06ceb0b07360c566b901bd2b7b69da79c4b6b	0c93bd34d3cb08aeaf39d0dbcdf06ceb0b07360c566b901bd2b7b69da79c4b6b	requires-content-review
apps/decodex-gpui/src/chief_math/LICENSE-APACHE	exact	exact-content	apps/decodex-gpui/src/chief_math/LICENSE-APACHE	1475	d17f227e4df5da1600391338865ce0f3055211760a36688f816941d58232d8dc	d17f227e4df5da1600391338865ce0f3055211760a36688f816941d58232d8dc	d17f227e4df5da1600391338865ce0f3055211760a36688f816941d58232d8dc	exactly-in-main
apps/decodex-gpui/src/chief_math/NOTICE.md	exact	exact-content	apps/decodex-gpui/src/chief_math/NOTICE.md	1475	1a6c332df594ff5e3a86dfca9ecd65ee216ab837ce048d1919ef4954d202618f	1a6c332df594ff5e3a86dfca9ecd65ee216ab837ce048d1919ef4954d202618f	1a6c332df594ff5e3a86dfca9ecd65ee216ab837ce048d1919ef4954d202618f	exactly-in-main
apps/decodex-gpui/src/chief_math/mod.rs	exact	exact-content	apps/decodex-gpui/src/chief_math/mod.rs	1475	d1d77c4c15f9cdf54085c9487386db98bddb40f99396712320c858ef24f34057	d1d77c4c15f9cdf54085c9487386db98bddb40f99396712320c858ef24f34057	d1d77c4c15f9cdf54085c9487386db98bddb40f99396712320c858ef24f34057	exactly-in-main
apps/decodex-gpui/src/chief_math/render.rs	exact	exact-content	apps/decodex-gpui/src/chief_math/render.rs	1475	de8620e9b98a9715da50424c5c7aade6da289052084696fe906179e0a6e33b6a	de8620e9b98a9715da50424c5c7aade6da289052084696fe906179e0a6e33b6a	de8620e9b98a9715da50424c5c7aade6da289052084696fe906179e0a6e33b6a	exactly-in-main
apps/decodex-gpui/src/chief_math_tests.rs	exact	exact-content	apps/decodex-gpui/src/chief_math_tests.rs	1475	7b18a82bb2a9bdbe5dc5649b6c7c9db11b8844780adde921c5fb83332d56e7dd	7b18a82bb2a9bdbe5dc5649b6c7c9db11b8844780adde921c5fb83332d56e7dd	7b18a82bb2a9bdbe5dc5649b6c7c9db11b8844780adde921c5fb83332d56e7dd	exactly-in-main
apps/decodex-gpui/src/chief_mcp_forms.rs	different	review-required	apps/decodex-gpui/src/chief_mcp_forms.rs	1492	626fedf9b184dae6930299d26f3d36ba1c200fb70f57decc1807d855c77722b3	e384067c8c5fb8c82614bbf47cca02f8ac37af23cf693d9dbee7027897b0f6ff	e384067c8c5fb8c82614bbf47cca02f8ac37af23cf693d9dbee7027897b0f6ff	requires-content-review
apps/decodex-gpui/src/chief_mermaid/LICENSE-APACHE	exact	exact-content	apps/decodex-gpui/src/chief_mermaid/LICENSE-APACHE	1475	d17f227e4df5da1600391338865ce0f3055211760a36688f816941d58232d8dc	d17f227e4df5da1600391338865ce0f3055211760a36688f816941d58232d8dc	d17f227e4df5da1600391338865ce0f3055211760a36688f816941d58232d8dc	exactly-in-main
apps/decodex-gpui/src/chief_mermaid/NOTICE.md	exact	exact-content	apps/decodex-gpui/src/chief_mermaid/NOTICE.md	1475	a7c443b0191e0a1166af2bf14cfe02a3baaa0d2c011413d7e9e07834d5f258c0	a7c443b0191e0a1166af2bf14cfe02a3baaa0d2c011413d7e9e07834d5f258c0	a7c443b0191e0a1166af2bf14cfe02a3baaa0d2c011413d7e9e07834d5f258c0	exactly-in-main
apps/decodex-gpui/src/chief_mermaid/draw.rs	exact	exact-content	apps/decodex-gpui/src/chief_mermaid/draw.rs	1475	7c34a7454a038f23e03758a97bf9ef268fb7f6e82ebcacc0491d0106133d3484	7c34a7454a038f23e03758a97bf9ef268fb7f6e82ebcacc0491d0106133d3484	7c34a7454a038f23e03758a97bf9ef268fb7f6e82ebcacc0491d0106133d3484	exactly-in-main
apps/decodex-gpui/src/chief_mermaid/families_tests.rs	exact	exact-content	apps/decodex-gpui/src/chief_mermaid/families_tests.rs	1475	dbba67b33abbbfb0648811aa599f1b5374654e3df8ff38b73034c2b8764326e6	dbba67b33abbbfb0648811aa599f1b5374654e3df8ff38b73034c2b8764326e6	dbba67b33abbbfb0648811aa599f1b5374654e3df8ff38b73034c2b8764326e6	exactly-in-main
apps/decodex-gpui/src/chief_mermaid/mod.rs	exact	exact-content	apps/decodex-gpui/src/chief_mermaid/mod.rs	1475	c032a80c33c31030663258de164cd0ee5f9a46e022a24e530ea69badb6abe2a0	c032a80c33c31030663258de164cd0ee5f9a46e022a24e530ea69badb6abe2a0	c032a80c33c31030663258de164cd0ee5f9a46e022a24e530ea69badb6abe2a0	exactly-in-main
apps/decodex-gpui/src/chief_mermaid/output.rs	exact	exact-content	apps/decodex-gpui/src/chief_mermaid/output.rs	1475	654bd59e31c796815acd1a1a9b44fab07bc4a45cb90a5eed22f8daebc1210b3e	654bd59e31c796815acd1a1a9b44fab07bc4a45cb90a5eed22f8daebc1210b3e	654bd59e31c796815acd1a1a9b44fab07bc4a45cb90a5eed22f8daebc1210b3e	exactly-in-main
apps/decodex-gpui/src/chief_mermaid/parse.rs	exact	exact-content	apps/decodex-gpui/src/chief_mermaid/parse.rs	1475	4ca3e6c0513879da069e8e29630622f2c11d0ba99330803d8e3822105d737dd5	4ca3e6c0513879da069e8e29630622f2c11d0ba99330803d8e3822105d737dd5	4ca3e6c0513879da069e8e29630622f2c11d0ba99330803d8e3822105d737dd5	exactly-in-main
apps/decodex-gpui/src/chief_mermaid/relations.rs	exact	exact-content	apps/decodex-gpui/src/chief_mermaid/relations.rs	1475	5ccb922085f118d832557e225787f5f8711a9d79e5d5db404f6dc9f5920bdbab	5ccb922085f118d832557e225787f5f8711a9d79e5d5db404f6dc9f5920bdbab	5ccb922085f118d832557e225787f5f8711a9d79e5d5db404f6dc9f5920bdbab	exactly-in-main
apps/decodex-gpui/src/chief_mermaid/sequence.rs	exact	exact-content	apps/decodex-gpui/src/chief_mermaid/sequence.rs	1475	0ade9a3dbe61f245e10f8c81a526e404c9547acff2099845182005671e914c13	0ade9a3dbe61f245e10f8c81a526e404c9547acff2099845182005671e914c13	0ade9a3dbe61f245e10f8c81a526e404c9547acff2099845182005671e914c13	exactly-in-main
apps/decodex-gpui/src/chief_mermaid/snapshots/codex_mermaid__families_tests__LR.snap	exact	exact-content	apps/decodex-gpui/src/chief_mermaid/snapshots/codex_mermaid__families_tests__LR.snap	1475	2880f444e8483755e2bd4246b035138d8aa0a4c13d22c2aa5427b99be9403238	2880f444e8483755e2bd4246b035138d8aa0a4c13d22c2aa5427b99be9403238	2880f444e8483755e2bd4246b035138d8aa0a4c13d22c2aa5427b99be9403238	exactly-in-main
apps/decodex-gpui/src/chief_mermaid/snapshots/codex_mermaid__families_tests__class.snap	exact	exact-content	apps/decodex-gpui/src/chief_mermaid/snapshots/codex_mermaid__families_tests__class.snap	1475	35921385b1c6272476947e9535d1088c6955096189d80b841c8e70d3485c8b4f	35921385b1c6272476947e9535d1088c6955096189d80b841c8e70d3485c8b4f	35921385b1c6272476947e9535d1088c6955096189d80b841c8e70d3485c8b4f	exactly-in-main
apps/decodex-gpui/src/chief_mermaid/snapshots/codex_mermaid__families_tests__er.snap	exact	exact-content	apps/decodex-gpui/src/chief_mermaid/snapshots/codex_mermaid__families_tests__er.snap	1475	c1ed5ac3910197a66e9e22e662c858c232925e67424d8cf0ae4241b3f0a6d51a	c1ed5ac3910197a66e9e22e662c858c232925e67424d8cf0ae4241b3f0a6d51a	c1ed5ac3910197a66e9e22e662c858c232925e67424d8cf0ae4241b3f0a6d51a	exactly-in-main
apps/decodex-gpui/src/chief_mermaid/snapshots/codex_mermaid__families_tests__sequence.snap	exact	exact-content	apps/decodex-gpui/src/chief_mermaid/snapshots/codex_mermaid__families_tests__sequence.snap	1475	24037225102d73bb3d0171da961437241358993dafa3fd3720acd9e5edf3740c	24037225102d73bb3d0171da961437241358993dafa3fd3720acd9e5edf3740c	24037225102d73bb3d0171da961437241358993dafa3fd3720acd9e5edf3740c	exactly-in-main
apps/decodex-gpui/src/chief_mermaid/snapshots/codex_mermaid__families_tests__state.snap	exact	exact-content	apps/decodex-gpui/src/chief_mermaid/snapshots/codex_mermaid__families_tests__state.snap	1475	9178af4df9165ef7e435da256488beec598cfe11a9d42548a2d703434c2deea7	9178af4df9165ef7e435da256488beec598cfe11a9d42548a2d703434c2deea7	9178af4df9165ef7e435da256488beec598cfe11a9d42548a2d703434c2deea7	exactly-in-main
apps/decodex-gpui/src/chief_mermaid/snapshots/codex_mermaid__tests__branches_merges_and_retry_loop.snap	exact	exact-content	apps/decodex-gpui/src/chief_mermaid/snapshots/codex_mermaid__tests__branches_merges_and_retry_loop.snap	1475	efc7d60b430b4ed1b01b60c6e789ae0dd71abba4c97919f52ec83ae14726187a	efc7d60b430b4ed1b01b60c6e789ae0dd71abba4c97919f52ec83ae14726187a	efc7d60b430b4ed1b01b60c6e789ae0dd71abba4c97919f52ec83ae14726187a	exactly-in-main
apps/decodex-gpui/src/chief_mermaid/state.rs	exact	exact-content	apps/decodex-gpui/src/chief_mermaid/state.rs	1475	8e54544e0e0fac638afceb15ceac953adab38e54d80fb7d425710de70e753a9c	8e54544e0e0fac638afceb15ceac953adab38e54d80fb7d425710de70e753a9c	8e54544e0e0fac638afceb15ceac953adab38e54d80fb7d425710de70e753a9c	exactly-in-main
apps/decodex-gpui/src/chief_mermaid/tests.rs	exact	exact-content	apps/decodex-gpui/src/chief_mermaid/tests.rs	1475	50fa23084a2895438c59e3e011b01e19a0f8851ee66cf0ff453992d1f8c70f0b	50fa23084a2895438c59e3e011b01e19a0f8851ee66cf0ff453992d1f8c70f0b	50fa23084a2895438c59e3e011b01e19a0f8851ee66cf0ff453992d1f8c70f0b	exactly-in-main
apps/decodex-gpui/src/chief_mermaid_tests.rs	exact	exact-content	apps/decodex-gpui/src/chief_mermaid_tests.rs	1475	8a8b79d608cbd16949549bf59b40a560114e4ae588d824a036642bc9097475c8	8a8b79d608cbd16949549bf59b40a560114e4ae588d824a036642bc9097475c8	8a8b79d608cbd16949549bf59b40a560114e4ae588d824a036642bc9097475c8	exactly-in-main
apps/decodex-gpui/src/chief_mermaid_view.rs	exact	exact-content	apps/decodex-gpui/src/chief_mermaid_view.rs	1475	738eef5b9bfe0034a5e2e9c68d484c3730937d0318adbaca97d0a671ac2ff12a	738eef5b9bfe0034a5e2e9c68d484c3730937d0318adbaca97d0a671ac2ff12a	738eef5b9bfe0034a5e2e9c68d484c3730937d0318adbaca97d0a671ac2ff12a	exactly-in-main
apps/decodex-gpui/src/chief_misalignment.rs	different	review-required	apps/decodex-gpui/src/chief_misalignment.rs		bd0f62701f49ebc362510e662a25d5fbd5eff912bbf0a9e03d6ce4179902f235	3660f3e0742fca627a429fd23f9a03f2f0b9042e1267b761237be03b8eeeff78	3660f3e0742fca627a429fd23f9a03f2f0b9042e1267b761237be03b8eeeff78	requires-content-review
apps/decodex-gpui/src/chief_model_settings.rs	different	review-required	apps/decodex-gpui/src/chief_model_settings.rs		cbf811ef196a583294a95a6b0c4b7cf8169093c371ec23f3674369ff5604d72e	32bf68b497e3c1e7e4210d243d2f1362cff692509af2f91796914716d3d82b6e	32bf68b497e3c1e7e4210d243d2f1362cff692509af2f91796914716d3d82b6e	requires-content-review
apps/decodex-gpui/src/chief_model_settings_wire_tests.rs	different	review-required	apps/decodex-gpui/src/chief_model_settings_wire_tests.rs	1494	b6c52a71a193c231c92d9a49ef1f7daa99d055bdc9012f0b21b6cfd1187f2304	3faaade83bc8671201d3f64e219e543e49bc80446956581489caa5015dccf7da	3faaade83bc8671201d3f64e219e543e49bc80446956581489caa5015dccf7da	requires-content-review
apps/decodex-gpui/src/chief_native_composer.rs	different	review-required	apps/decodex-gpui/src/chief_native_composer.rs		2d5a72bda5db3f36e85010f8a009c570f8621e5f83824e2ffb5ec5f0d69d1be5	b5078de65edf49c749c470723e8be2b3c3f1a31d15d9a435c6660fe2f0f9823f	b5078de65edf49c749c470723e8be2b3c3f1a31d15d9a435c6660fe2f0f9823f	requires-content-review
